student_id_number,term_code,CLASS_NBR,COMPLETED_FLAG,official_grade,ACAD_PLAN,HOURS_CARRIED
53616,1,06134,1,B,ND1220,15.0
53618,3,06509,0,WP,ND6603,13.0
53618,1,13556,1,B+,ND0210,14.0
53631,2,06471,1,A-,BS2126,15.0
53631,2,05070,0,DROP,BS2126,15.0
53631,2,05067,1,C+,BS2126,15.0
53634,1,06120,0,WF,BA4101,17.0
53638,3,06509,1,D,ND1206,15.0
53639,2,08288,1,C+,BS8171,16.0
53640,2,06436,1,B,BB6158,15.0
53824,1,05391,0,DROP,BS7253,17.0
53824,1,05389,1,C-,BS7253,17.0
53824,2,06456,1,A,BS7253,18.0
53825,1,06177,1,B-,BA4101,15.0
53826,2,06473,0,WF,BB6125,13.0
53829,1,08828,1,B+,BA4101,15.0
53830,1,08403,1,B-,BA4105,15.0
53832,1,06185,1,A,BS7256,16.5
53831,1,06185,1,A,BS7256,16.5
53833,2,06464,1,C+,BB6125,16.0
53834,2,05184,0,DROP,ND1201,14.5
53834,2,05068,0,F,ND1201,14.5
53834,1,06134,1,A,ND1201,15.0
53840,2,05067,0,WP,BS2522,12.0
53840,2,05069,0,DROP,BS2522,12.0
53859,2,05184,0,DROP,BS7257,17.0
53859,2,05068,1,D,BS7257,17.0
53860,1,06176,1,B,ND9961,16.0
53861,4,14728,1,A,BA5230,18.0
53862,2,06449,0,WP,ND5368,18.5
53863,1,06153,1,C+,ND1206,15.0
53865,1,06124,1,C-,BA4101,15.0
53865,1,09784,1,C-,BA4101,15.0
53866,1,06180,1,B+,ND1201,15.0
53867,1,05243,1,B-,ND1105,16.0
53867,1,05348,0,DROP,ND1105,16.0
53868,1,06143,1,A,BS7260,15.0
53870,1,06125,1,A,ND1206,17.0
53870,2,08293,1,C,ND8835,16.0
53871,1,06118,1,B,ND1206,15.0
53872,2,06461,1,B+,BM5107,18.5
53872,3,06519,1,B-,BM5107,15.5
53873,2,06461,1,B+,BM5107,18.5
53873,3,06519,1,B-,BM5107,15.5
53876,1,08408,1,C-,BS2522,15.0
53877,2,06460,1,C+,BS6308,15.0
53877,1,09784,1,A,BS6308,17.0
53878,2,06475,1,B,BA5050,15.0
53880,4,12879,0,WP,BS1203,7.0
53884,2,06486,1,A,BA4101,16.0
53884,1,06176,0,WP,BA4101,19.0
53887,2,06465,1,B+,BB6156,20.0
53888,3,05061,1,B,BS2522,15.0
53888,3,05166,0,DROP,BS2522,15.0
54063,1,06143,1,B,ND1208,15.0
54064,1,06133,1,B+,ND1201,14.0
54064,2,08293,1,B+,ND1201,16.0
54066,1,09785,1,C-,ND1201,16.0
54069,1,06140,1,A-,ND1206,16.0
54070,2,06434,1,A-,ND1206,14.0
54070,2,08286,0,F,ND1206,14.0
54071,1,06191,1,B,ND9961,16.0
54075,1,14561,0,DROP,ND1201,3.0
54079,1,06169,1,A-,BA4101,15.0
54080,1,06175,1,B,ND1105,15.0
54080,2,08286,1,C,ND1105,14.5
54081,4,11047,1,C-,BS2121,14.0
54082,1,08828,1,B+,BS2121,15.0
54082,2,06500,1,B,BS2121,15.0
54082,2,05067,1,C-,BS2121,15.0
54082,2,05070,0,DROP,BS2121,15.0
54084,1,06117,1,B+,ND1206,20.0
54091,2,05067,1,C+,BS7251,15.5
54091,2,06433,1,C+,BS7251,15.5
54091,2,05069,0,DROP,BS7251,15.5
54091,1,08404,1,A-,BS7251,15.0
54092,1,08407,1,B+,BS6306,17.0
54093,1,06146,1,A,ND1201,14.0
54094,2,06465,1,C-,ND1208,19.0
54095,1,05242,1,A,BS3310,16.0
54095,1,05346,0,DROP,BS3310,16.0
54096,1,05243,1,A,BS7251,15.0
54096,1,05348,0,DROP,BS7251,15.0
54096,2,06493,1,A,BS7251,17.5
54097,4,05092,0,DROP,BS2126,15.0
54097,1,06159,1,B,ND0407,15.0
54097,4,04975,1,C+,BS2126,15.0
54098,2,06484,1,A,BB6125,15.0
54099,3,06514,1,C-,BC5329,17.0
54099,5,07873,1,B,BC5329,14.0
54101,2,06465,1,B,ND0210,17.0
54101,4,06267,1,B+,BS8119,16.0
54102,1,06183,1,B,ND1206,15.0
54103,1,06182,1,A-,ND1201,15.0
54103,1,08406,1,C+,ND1201,15.0
54104,1,08405,1,C-,ND1206,15.0
54106,1,06171,1,A,BS7260,15.5
54105,1,06171,1,A,BS7260,15.5
54108,1,06151,1,A,ND1201,17.0
54108,1,08832,1,B,ND1201,17.0
54109,2,06490,0,WF,ND0910,16.0
54109,1,05243,0,WP,ND0910,20.0
54109,4,05918,1,C+,ND0910,13.0
54109,2,05069,0,DROP,ND0910,16.0
54109,1,05350,0,DROP,ND0910,20.0
54109,2,05067,0,WP,ND0910,16.0
54110,2,06443,1,B+,BB6121,15.0
54111,2,06434,1,A,BS7269,14.0
54113,2,09445,1,A,BA4253,17.0
54291,1,06125,1,A,BA5050,17.0
54292,1,06183,1,B-,ND1206,15.0
54298,4,05944,1,B,BS8169,19.0
54311,2,06497,1,A-,BM5107,19.5
54310,2,06497,1,A-,BM5107,19.5
54312,2,06474,1,C,BA4211,14.0
54313,1,06173,0,FN,BJ6906,15.0
54314,1,06160,0,WP,ND0410,16.0
54314,2,08294,1,B+,ND0410,13.0
54314,2,06491,1,B+,ND0410,13.0
54315,2,05241,0,DROP,ND0410,15.0
54315,1,06165,1,B+,ND0410,15.0
54315,2,05068,1,B-,ND0410,15.0
54316,2,06492,1,A,BB6125,15.0
54317,1,08833,1,C+,ND1206,12.0
54317,2,06434,1,B-,ND1206,13.0
54318,3,06126,1,C-,BS8167,15.0
54319,1,06167,1,B,ND1206,15.0
54320,3,06068,1,C+,ND1206,20.0
54322,1,05242,1,A,BS3321,16.0
54322,1,05346,0,DROP,BS3321,16.0
54323,1,06169,1,A,ND1220,15.0
54325,1,06153,0,F,ND1206,15.0
54325,2,14135,0,WF,ND1206,15.0
54325,1,08830,0,F,ND1206,15.0
54329,1,06179,1,C-,ND0210,16.0
54330,1,08834,1,B,ND8837,16.0
54333,3,06505,0,FS,ND1201,11.0
54333,1,06133,1,A-,ND1201,15.0
82586,4,06276,1,C,BS4235,15.0
82586,3,06513,0,WP,ND1508,19.0
54336,1,06189,0,F,BS7260,15.0
54338,1,06180,1,B-,ND1206,15.0
54339,1,06120,1,D,ND1201,15.0
54341,1,06181,1,A-,BC5363,17.0
54341,2,08287,1,C,BC5363,16.0
54342,1,08828,1,D+,BS3314,16.0
54343,1,05242,1,A,BS3310,15.0
54343,1,05345,0,DROP,BS3310,15.0
54344,3,05063,0,DROP,BS2127,16.0
54344,3,05060,1,B,BS2127,16.0
54344,1,06157,1,A,BS2127,15.0
54344,1,08828,1,B,BS2127,15.0
54345,2,05184,0,DROP,BS7257,13.5
54345,1,05394,0,DROP,BS7257,19.0
54345,2,05068,0,WP,BS7257,13.5
54345,1,05392,0,WP,BS7257,19.0
54528,1,05242,1,A,BS3311,16.0
54528,1,05345,0,DROP,BS3311,16.0
54531,2,06458,1,C+,BS6925,20.0
54532,4,05900,1,C,BB6126,15.0
54533,1,05396,0,DROP,BS7260,15.0
54533,1,05395,0,WP,BS7260,15.0
54534,1,06174,1,B-,BS6306,16.0
54537,2,06462,1,A,BM5115,17.0
54536,2,06462,1,A,BM5115,17.0
54538,2,08286,1,B+,ND0407,17.0
54538,4,04974,1,C,BS2522,15.0
54538,3,05062,1,D,BS2522,18.0
54538,3,05170,0,DROP,BS2522,18.0
54538,4,04976,0,DROP,BS2522,15.0
54538,1,06135,1,A-,ND0407,15.0
54539,2,06488,1,B,BS7260,17.5
54545,2,06463,1,A,BS8119,15.0
54547,2,08285,1,D+,BS2121,15.0
54549,5,06720,0,DROP,BS7257,15.0
54549,1,13080,1,C+,BS7260,15.5
54549,5,06616,1,D,BS7257,15.0
54548,5,06720,0,DROP,BS7257,15.0
54548,1,13080,1,C+,BS7260,15.5
54548,5,06616,1,D,BS7257,15.0
54550,2,05070,0,DROP,BS3314,15.0
54550,2,05067,1,B,BS3314,15.0
54552,2,05184,0,DROP,ND0910,14.0
54552,2,05068,0,WP,ND0910,14.0
69287,2,08285,1,B,ND9956,7.0
54562,1,09785,1,C+,BS3311,13.0
54563,3,06268,1,A-,ND0210,17.0
54564,1,06157,1,C,BS3335,18.0
54565,2,06468,1,A-,BA5050,15.0
54566,1,08414,1,A-,BS2520,18.0
54566,3,05063,0,DROP,BS2520,18.0
54566,3,05060,1,C,BS2520,18.0
54566,2,05069,0,DROP,BS2520,17.0
54566,2,05067,0,WP,BS2520,17.0
54568,1,06125,1,A,ND0210,16.0
54568,1,08409,1,B-,ND0210,16.0
54569,1,06174,1,B-,ND1201,18.0
54570,1,08834,1,B,BS8122,15.0
54571,1,13555,1,D,ND1206,16.0
54571,3,06088,1,B+,ND1206,16.0
54572,1,06125,1,A,ND8837,17.0
54573,1,06188,1,A-,BA4101,15.0
54574,1,09781,1,A-,ND0410,16.0
54578,2,08299,1,C,BS8119,16.0
54578,1,06184,1,A-,ND1206,16.0
54579,1,06145,0,FS,BA4254,12.0
54582,1,05242,1,A,BS8122,16.0
54582,1,05347,0,DROP,BS8122,16.0
54583,1,05397,0,DROP,BS7257,16.0
54583,1,05395,1,A,BS7257,16.0
54585,1,06176,1,B,BA5234,16.0
54586,2,06475,1,A,BS5327,17.0
54586,1,08409,1,C+,BS5327,15.0
54590,6,11959,1,A-,ND1205,6.0
54788,1,06124,1,A,BA4101,16.0
54790,1,09786,1,A-,BS2522,16.0
54791,2,08295,1,C,BS6306,17.0
54791,1,08830,1,D+,BS6306,18.0
54791,1,06122,1,A-,BS6306,18.0
54792,1,06119,0,WF,BA5230,16.0
54792,2,06486,0,FS,BA5230,15.0
54798,1,05243,1,A,BS3313,15.0
54798,1,05350,0,DROP,BS3313,15.0
54799,2,06460,1,A-,BA4253,16.0
54800,2,06458,1,A,BA4252,15.0
54806,1,05242,1,B+,BS2121,15.0
54806,1,05407,0,DROP,BS2121,15.0
54807,4,12878,1,A,AA1110,4.0
54808,1,08832,1,D,ND1206,16.0
54808,1,06148,1,B-,ND1206,16.0
54809,2,06476,1,A,BS6307,14.0
54811,2,06473,1,A,BS7251,15.5
54811,1,08404,1,A-,ND0910,16.0
54811,2,05069,0,DROP,BS7251,15.5
54811,2,05067,1,B,BS7251,15.5
54812,2,06484,1,C,BA4253,18.0
54813,3,06080,0,WF,BS7257,16.5
54814,3,05061,0,WP,ND1105,16.0
54814,1,05243,0,F,ND1105,16.0
54814,3,05165,0,DROP,ND1105,16.0
54814,1,06185,1,B-,ND1105,16.0
54814,1,05348,0,DROP,ND1105,16.0
54817,1,08831,0,F,BA4253,15.0
54818,1,08831,1,A,ND8142,16.0
54818,1,06162,1,A,ND8142,16.0
54819,1,06132,1,A,ND1206,15.0
54819,1,08405,1,A,ND1206,15.0
54822,2,08301,1,A,BS8119,17.0
54822,2,06461,1,A-,BS8119,17.0
54826,5,06617,1,A,BS2507,14.0
54826,5,06725,0,DROP,BS2507,14.0
82807,2,06505,1,C,ND1201,16.0
55026,1,06176,1,A-,BA4201,16.0
61860,5,10539,1,A,BC5363,16.0
55028,3,05063,0,DROP,BS1947,15.0
55028,3,05060,1,A,BS1947,15.0
55030,2,06472,1,A,ND0408,20.0
55042,1,06147,0,F,ND1206,15.0
55048,4,04975,1,D-,BS6472,10.0
55048,3,05064,0,DROP,BS6472,16.0
55048,4,05126,0,DROP,BS6472,10.0
55048,3,05060,0,WP,BS6472,16.0
55048,5,06715,0,DROP,BS6472,20.0
55048,5,06622,1,D-,BS6472,20.0
55049,1,08834,1,B,BS6470,15.0
90241,2,11751,1,A-,BS6357,13.0
55060,3,09889,1,B,BA4101,16.0
55060,2,06477,1,A,BS6468,18.0
69288,6,04645,1,A-,BS3311,17.0
69288,6,04795,0,DROP,BS3311,17.0
55063,1,06129,1,B+,ND1206,15.0
55064,1,06183,1,A-,ND1206,17.0
55067,3,05062,1,C,BS8122,15.0
55067,3,05168,0,DROP,BS8122,15.0
55073,2,06484,1,B,ND1206,16.0
55075,2,06444,1,A,BS8122,16.0
55080,4,05144,0,DROP,BA2129,16.0
55080,4,04975,0,F,BA2129,16.0
55267,1,06126,1,B+,ND9961,14.0
55268,1,06175,1,A,ND1105,15.0
55268,1,08404,1,B,ND1105,15.0
55278,1,08407,1,B-,ND0407,15.0
55282,2,06468,1,A,BB6158,18.0
55284,2,06468,1,B,BA5214,16.0
55284,1,06179,0,F,BA5214,17.0
82808,3,06091,1,C,ND0210,18.0
84355,6,05810,1,C+,BB6126,17.5
55292,5,06615,1,B+,BS7253,18.0
55292,5,06618,0,DROP,BS7253,18.0
55292,2,06465,1,A,ND9956,6.0
55294,4,05929,1,A-,BS8100,19.0
55294,2,06448,0,WF,ND1206,19.0
90265,6,14391,1,A,BS1203,6.0
70563,5,10541,1,B-,ND1201,15.0
55309,1,13555,1,A,BC5363,15.0
55311,1,09787,1,A-,ND9961,15.0
55311,2,06497,1,A-,ND9961,16.0
55492,3,05062,1,A-,BS2127,15.0
55492,3,05170,0,DROP,BS2127,15.0
55493,2,06437,1,A,BB6156,15.0
55495,4,05944,1,B,BS8169,15.0
55495,2,08303,1,C,BS8169,18.0
55511,2,06491,1,B-,ND1206,12.0
55511,1,08406,1,B,ND1206,15.0
55513,5,07887,0,F,ND1206,16.0
55513,3,09889,0,WP,ND1206,17.0
55513,1,06174,1,C+,ND1206,15.0
55514,2,06433,1,C,BB6132,16.0
55528,3,06504,1,B+,BS8119,16.0
55531,1,06188,1,A-,BA4101,15.0
55532,1,06145,1,A-,ND1206,15.0
55532,2,08287,1,B,ND1206,16.0
55538,2,06458,0,WN,ND0210,9.0
55538,3,06104,1,C-,ND0210,13.0
55538,1,06157,1,D,ND0210,16.0
55539,4,04974,1,B,BA2128,14.0
55539,4,05143,0,DROP,BA2128,14.0
55541,1,06171,1,B,ND1201,15.0
55541,2,08295,1,B+,ND1201,17.0
55543,2,08299,1,B-,ND9961,17.0
55543,1,13556,1,A,ND9961,15.0
55545,1,05242,1,B,BS3310,17.0
55545,1,05345,0,DROP,BS3310,17.0
55713,1,06148,1,A,ND0210,17.0
55714,2,08288,1,C+,BS8122,16.0
55716,1,06140,1,A-,BA5050,19.0
55715,1,06140,1,A-,BA5050,19.0
55717,3,06081,1,A-,ND1206,15.0
55718,1,09781,0,F,ND1206,17.0
55718,2,06487,1,B,ND1206,15.0
55719,2,06491,0,FS,ND1208,14.0
55719,1,06184,0,F,ND1208,17.0
82598,4,06273,1,C-,BS3321,15.0
55724,2,05241,0,DROP,BA4101,20.0
55724,2,05068,1,B-,BA4101,20.0
55726,1,12082,0,FS,ND1205,6.0
55740,1,08832,1,B-,ND1201,14.0
55741,1,06117,1,B-,ND9956,14.0
55741,4,05091,0,DROP,BS7260,12.5
55741,4,04975,0,F,BS7260,12.5
55743,1,08409,1,C+,BA5290,15.0
55744,2,08302,1,B-,BA4253,17.0
55746,1,06124,1,C-,BA4101,18.0
55750,3,06075,1,A,ND1201,15.0
55750,4,06276,1,C,ND1201,16.0
55751,1,06125,1,A,BA4101,15.0
55752,2,05241,0,DROP,ND0407,18.0
55752,2,05068,1,C+,ND0407,18.0
55759,1,05242,1,A,BS1948,16.0
55759,1,05344,0,DROP,BS1948,16.0
55763,1,05243,1,D-,BS3315,13.0
55763,1,05350,0,DROP,BS3315,13.0
55968,2,05241,0,DROP,BS7260,16.0
55968,4,04981,0,DROP,BS7260,13.0
55968,4,04979,1,C-,BS7260,13.0
55968,2,05068,1,D-,BS7260,16.0
55968,1,06155,1,A,BS7260,15.0
55972,1,05246,0,DROP,BS2121,15.0
55972,1,05241,1,B+,BS2121,15.0
55973,1,06188,1,B+,BA4101,15.0
55973,1,08407,1,C+,BA4101,15.0
55974,2,05240,0,DROP,BS7257,15.5
55974,2,05067,1,C-,BS7257,15.5
55978,3,05065,0,DROP,BS2127,13.0
55978,4,04974,1,A,BS2127,16.0
55978,3,05060,1,D,BS2127,13.0
55978,4,04976,0,DROP,BS2127,16.0
66780,5,07553,1,A-,ND1201,16.0
55997,1,06125,1,A,BA5050,15.0
56004,2,06447,0,WP,ND1206,15.0
56005,1,06173,1,C,ND1201,15.0
56005,3,06510,1,C+,ND1201,17.0
56009,5,06619,0,DROP,BS2127,15.0
56009,6,09460,1,S,BS2127,15.0
56009,5,06615,1,D-,BS2127,15.0
56009,6,04652,0,DROP,BS2127,15.0
56009,4,06269,1,B-,BS2127,15.0
56011,2,11754,1,A,ND1205,6.0
56014,2,08287,1,C,BA4253,16.0
56014,3,06086,1,A,BA4253,15.0
56017,2,05069,0,DROP,BS2127,17.0
56017,2,05067,1,A,BS2127,17.0
56018,3,06519,0,WF,ND1201,16.0
52499,1,06175,0,WN,BA4101,17.0
52502,3,06087,1,B,ND1201,15.0
52502,3,09890,1,C+,ND1201,15.0
66783,5,07987,1,A-,BA4101,15.0
66783,6,05527,1,A,BA4101,17.0
66785,6,05618,1,S,ND1201,17.0
52505,3,06121,1,B+,BA5232,15.0
66784,6,05617,1,B+,BF5048,18.0
52510,1,09787,1,B,BA2119,16.0
52510,1,06148,1,A,BA2119,16.0
52512,2,14135,1,A-,ND9956,10.0
52512,1,08403,1,C-,ND9956,14.0
52512,1,06121,0,F,ND9956,14.0
52514,5,07884,1,D-,ND6603,13.0
52521,3,06102,1,B+,ND1206,16.0
66790,5,07547,1,A,BS6178,16.0
52526,3,06098,1,A-,ND1201,15.0
52528,6,04646,1,C,BS8122,20.0
52528,6,04813,0,DROP,BS8122,20.0
52528,5,06722,0,DROP,BS8122,14.0
52528,5,06617,1,D-,BS8122,14.0
52532,2,05222,0,DROP,BS2121,16.0
52532,2,05068,1,A-,BS2121,16.0
52540,1,06158,1,A,ND1201,13.0
52719,2,05067,1,B,BS2121,15.0
52719,2,05221,0,DROP,BS2121,15.0
52719,1,06176,1,A,BS2121,14.0
52725,1,06142,1,A,BS7257,16.5
52724,1,06142,1,A,BS7257,16.5
52727,1,09781,1,A-,BS5327,15.0
52730,1,08405,1,B,ND1206,15.0
52730,1,06152,1,A,ND1206,15.0
52736,1,08409,1,C,BS2522,15.0
52738,1,08407,1,B-,BS2522,15.0
52747,1,05243,0,F,BS3310,14.0
52747,2,05069,0,DROP,BS3310,14.0
52747,1,05349,0,DROP,BS3310,14.0
52747,2,05067,0,F,BS3310,14.0
52748,2,06463,1,C+,ND1206,19.0
52749,4,12878,1,A,BS1203,9.0
52751,1,06172,1,B,ND1206,17.0
52753,1,06174,1,B,BS7260,12.5
52752,1,06174,1,B,BS7260,12.5
83043,2,05184,0,DROP,ND1105,18.0
83043,2,05068,0,WP,ND1105,18.0
52759,2,08287,1,C,ND1206,16.0
52759,1,13556,1,B,ND1206,17.0
52761,3,12136,0,WN,BS5511,3.0
52761,2,11751,1,A,BS5511,9.0
52762,3,06612,1,B,BS7256,15.0
52767,6,04646,1,B,BS3310,17.0
52767,6,04813,0,DROP,BS3310,17.0
52947,1,06183,1,B+,ND1206,15.0
52953,3,06124,1,A,ND1206,16.0
52961,3,05167,0,DROP,BS2127,17.0
52961,3,05062,0,WP,BS2127,17.0
52962,1,06144,1,A-,ND1206,15.0
52963,1,06168,1,C-,BS6235,16.0
52963,2,08299,1,C+,BS6235,13.0
52972,2,08300,1,B-,BS8122,20.0
52972,3,06076,1,B,BS8122,15.0
52975,1,06143,1,A,BS7257,17.5
52974,1,06143,1,A,BS7257,17.5
52982,1,06165,1,B,ND9956,10.0
52982,1,08403,1,B-,ND9956,10.0
52984,3,06116,1,A-,ND1206,15.0
52991,4,10918,1,C+,ND0210,17.0
53173,1,06168,1,C+,ND1206,16.0
53178,1,06125,1,A-,ND1206,15.0
53182,5,07539,1,B,ND1105,15.5
53183,1,08404,1,B-,ND0407,15.0
53189,1,06174,1,A-,ND9956,9.0
66800,5,07888,1,C-,BS6306,16.0
53210,1,13555,1,B-,BS7252,17.5
53210,3,05064,0,DROP,BS7254,16.0
53210,3,05060,1,C,BS7254,16.0
53209,1,13555,1,B-,BS7252,17.5
53209,3,05064,0,DROP,BS7254,16.0
53209,3,05060,1,C,BS7254,16.0
53212,1,06172,1,A-,BA4252,15.0
53214,4,11040,1,A,BJ6906,15.0
53218,6,04645,0,FS,ND0407,16.0
53218,6,04812,0,DROP,ND0407,16.0
53221,1,06157,0,WF,BS6306,20.0
53221,1,09787,0,WP,BS6306,20.0
53415,2,05185,0,DROP,BS7252,15.0
53415,2,05068,1,B+,BS7252,15.0
66806,5,07987,1,B+,BS5327,15.0
53433,3,05061,1,D,BS7257,13.0
53433,3,05166,0,DROP,BS7257,13.0
66809,6,04646,1,C+,BS7257,13.5
66809,6,04796,0,DROP,BS7257,13.5
53437,3,06509,1,C,BS7256,16.5
53437,2,06465,1,A,ND8838,15.0
53452,4,05929,1,A,ND8838,17.0
53455,1,06189,1,A,ND1105,14.5
53454,1,06189,1,A,ND1105,14.5
53470,2,06433,1,A,ND9956,13.0
53471,3,05062,1,A-,BS2121,15.0
53471,3,05167,0,DROP,BS2121,15.0
53647,1,06155,1,B,ND0210,17.0
53647,3,06510,1,C+,BS8119,13.0
53649,1,08402,0,WP,BM5106,16.0
53650,3,06094,1,A-,BS7269,17.0
53670,1,06141,1,B,ND1201,16.0
53674,5,14785,1,B,BA4101,15.0
53682,2,08302,1,B-,ND1206,14.0
53682,1,08409,1,C-,ND1206,15.0
53684,2,08301,1,C,BS2127,15.0
53684,2,06458,1,A-,BS2127,15.0
53687,1,12081,0,FS,ND1205,16.0
53690,1,08828,1,C-,ND1201,15.0
53693,2,08295,1,B-,ND1112,13.0
53696,3,05061,0,WP,BS3311,17.0
53696,3,05164,0,DROP,BS3311,17.0
67031,5,07883,1,B+,ND0410,16.0
67031,5,07518,1,A,ND0410,16.0
53700,2,06456,1,B+,BB6158,13.0
53701,1,09785,1,C+,ND8142,18.0
53701,1,06160,1,B,ND8142,18.0
53889,1,06145,1,B+,BB6124,16.0
53890,4,10915,1,B+,BS6316,16.0
53892,5,07877,1,D-,ND9961,13.0
53892,3,06075,1,A-,ND9961,16.0
53892,6,05943,1,S,ND9961,13.0
53900,1,06133,1,B+,ND0407,18.0
53900,4,10915,1,C-,ND0407,15.0
53901,4,12356,0,FN,BA4107,12.0
53901,3,12144,0,WP,BA4107,9.0
53903,1,13555,1,A,ND1206,16.0
53904,1,09786,1,A-,BS3321,14.0
53907,1,13556,1,A,ND0210,16.0
53908,2,06437,1,A-,BB6125,15.0
53910,3,06113,1,A,ND1201,12.0
53944,3,06513,1,C,BA2128,19.0
54130,1,09783,1,C,BB6125,15.0
67036,6,05507,1,A,BS4225,16.0
54142,2,06437,0,F,ND9961,13.0
54142,2,08300,0,F,ND9961,13.0
54143,1,08834,1,B+,ND1105,10.0
54143,3,05062,1,C-,ND1105,8.0
54143,2,05240,0,DROP,ND1105,12.5
54143,3,05169,0,DROP,ND1105,8.0
54143,2,05067,0,WP,ND1105,12.5
83054,3,06091,1,A,BS3300,16.0
83054,3,06510,1,A,BS3300,16.0
54156,2,09445,1,A,ND0610,15.0
54158,1,06148,1,A,ND1201,17.0
54172,1,06178,0,FS,ND1206,15.0
54173,3,06096,1,A,BS7256,15.0
54175,4,06267,1,C-,BA4409,14.0
54175,1,06190,1,B+,BA4251,15.0
54347,1,08402,1,A,BS6361,16.0
73880,1,06123,1,A,ND9956,10.0
54355,1,06186,1,B,ND1206,15.0
54360,3,12137,1,B+,BS1203,10.0
54368,4,04974,1,C+,BS2522,15.0
54368,4,04976,0,DROP,BS2522,15.0
54369,5,07881,0,WP,ND0407,15.0
54372,2,08300,1,C-,ND1206,13.0
54372,3,06509,1,C+,ND1206,10.0
54372,1,06178,1,B-,ND1206,15.0
67039,6,05527,1,A,BS7251,18.5
67039,5,06618,0,DROP,BS7251,16.0
67039,5,06615,1,A,BS7251,16.0
54373,1,09787,1,C+,BA3101,16.0
54373,1,06174,1,B,BA3101,16.0
54387,1,12081,1,B,BS1203,10.0
67044,5,07883,1,C-,BS2121,15.0
67044,6,05613,1,B+,BS2121,15.0
54399,1,08406,1,B-,ND9956,11.0
54399,1,06161,1,A,ND9956,11.0
54402,3,06511,1,C,BB6127,17.0
75402,3,05064,0,DROP,ND9956,17.0
75402,3,05060,1,A,ND9956,17.0
75402,1,06161,1,A,ND9956,10.0
60400,6,05609,1,A,BS8171,17.0
60400,6,04812,0,DROP,BS8171,17.0
60400,6,04645,1,A,BS8171,17.0
54625,3,05063,0,DROP,BS8171,15.0
54625,3,05060,1,D,BS8171,15.0
54625,4,04980,0,DROP,BS8171,13.0
54625,4,04978,1,D,BS8171,13.0
54625,5,06715,0,DROP,BS8171,16.0
54625,5,06622,1,D+,BS8171,16.0
54625,1,08831,1,B-,ND0407,15.0
73135,1,06161,1,A,ND9956,9.0
54630,1,06191,1,B,BS7256,15.5
54630,2,08288,1,A-,BS7256,16.5
54629,1,06191,1,B,BS7256,15.5
54629,2,08288,1,A-,BS7256,16.5
54635,1,12081,1,A,AA1114,9.0
54638,2,06435,1,B+,ND0610,15.0
67047,5,07975,0,WP,BS6468,15.0
67049,6,04646,1,B+,BS7253,17.5
67049,6,04813,0,DROP,BS7253,17.5
54651,3,12137,1,B,ND1205,10.0
54846,1,06139,1,A,ND1208,15.0
54861,2,05222,0,DROP,BS2127,16.0
54861,2,05068,1,B+,BS2127,16.0
54868,3,06109,1,A,ND1201,15.0
54871,1,11991,0,FN,BC2209,10.0
54877,3,06102,1,B,ND1201,16.0
54877,4,06267,0,WP,ND1201,16.0
54881,5,07876,0,WP,BS8119,13.0
54881,3,06517,1,D,BS8119,16.0
54881,4,05943,1,B,BS8119,16.0
55095,1,12082,1,A,ND1205,9.0
55111,3,05165,0,DROP,BS2121,15.0
55111,4,04974,0,WP,BS2121,14.0
55111,3,05061,1,D+,BS2121,15.0
55111,4,04976,0,DROP,BS2121,14.0
55112,3,05063,0,DROP,BS2127,17.0
55112,3,05060,1,A-,BS2127,17.0
91304,2,11755,1,B-,ND1205,7.0
55122,1,06121,1,A,ND1201,16.0
55122,3,05168,0,DROP,BS7257,18.0
55122,3,05062,1,D-,BS7257,18.0
55130,3,05062,1,A,BS7251,17.5
55130,3,05168,0,DROP,BS7251,17.5
67914,6,05520,1,B,ND0210,16.0
55138,4,04975,1,C+,ND0910,15.0
55138,4,05144,0,DROP,ND0910,15.0
55324,4,04974,1,C,BS2507,15.0
55324,4,05143,0,DROP,BS2507,15.0
55329,3,06082,0,FS,ND1201,11.0
55329,1,06172,0,FS,ND1201,16.0
55337,1,06129,1,B-,BA4253,16.0
55342,1,05246,0,DROP,BS2121,15.0
55342,1,05241,0,WP,BS2121,15.0
55343,1,09785,0,WP,ND1206,16.0
55349,1,13080,1,A,BS7252,17.0
55349,1,05243,1,A,BS7252,17.0
55349,1,05351,0,DROP,BS7252,17.0
71032,3,06072,1,D,ND9956,6.0
67919,5,06615,1,A,BS1947,15.0
67919,5,06619,0,DROP,BS1947,15.0
55353,1,13836,1,A,ND9956,3.0
55354,3,06511,1,A-,BS5327,15.0
55354,1,06189,1,A,ND9956,7.0
55355,1,06118,1,A,ND9956,3.0
67922,1,06119,1,A,ND9956,3.0
84590,6,05944,1,S,BB6124,17.5
82826,2,06490,1,B+,ND9956,6.0
55359,4,05932,1,A-,BF5154,19.0
55360,4,05945,1,A,BA4254,17.0
55360,3,06515,1,C,BA4254,16.0
55364,1,13836,1,A,ND9956,3.0
55365,3,05062,1,C,BS3310,16.0
55365,3,05169,0,DROP,BS3310,16.0
55365,4,05901,1,A-,BS3310,18.0
55367,2,08285,1,C-,BB6126,14.0
55367,3,06517,0,F,BB6126,17.0
55367,1,08409,0,WF,BB6126,17.0
94799,1,13836,1,A-,ND9956,13.0
55368,5,14786,1,C-,BA5290,16.0
55368,3,06086,0,F,BA5290,18.0
